Boxer,Date,Venue,Purse,lnRPurse,weight,Age,Wins,Losses,KO,W-Title,PPV,ESPN,HBO,FOX,TopRank,GoldenBoy,RDS,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017
"Diaz, Julio C.",2012.09.29,Fantasy Springs,15000,9.68311792810464,146.25,32.767579908676,39,7,28,0,0,0,0,0,0,1,10,0,0,0,1,0,0,0,0,0
"Franco, Daniel",2012.09.29,Fantasy Springs,1500,7.3805328351106,129.5,20.7730593607307,3,0,1,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Sandoval, Jesus",2012.09.29,Fantasy Springs,1250,7.19821127831664,129.25,27.0833333333333,2,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Mora, Luis",2012.09.29,Fantasy Springs,1500,7.3805328351106,139.5,23.4166666666667,3,0,2,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Robles, Manny III",2012.09.29,Fantasy Springs,1250,7.19821127831664,122.5,18.3333333333333,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Serrano, Victor",2012.09.29,Fantasy Springs,1000,6.97506772700243,122.5,27.7527397260274,2,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Santillan, Giovanni",2012.09.29,Fantasy Springs,1500,7.3805328351106,142.25,20.8223744292238,4,0,2,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Zuniga, Juan",2012.09.29,Fantasy Springs,1200,7.15738928379639,139.5,28.3333333333333,1,9,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Washington, Gerald M.",2012.09.29,Fantasy Springs,1500,7.3805328351106,249.25,30.4166666666667,2,0,2,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Abella, John",2012.10.06,Memorial Auditorium,1000,6.97506772700243,123.5,22.9166666666665,2,0,1,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Cupul, Pablo",2012.10.06,Memorial Auditorium,1300,7.23743199146993,123.75,25.1666666666665,6,9,4,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Chicas, Jonathan",2012.10.06,Memorial Auditorium,1500,7.3805328351106,139.5,23.9166666666665,7,0,3,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0
"Prescott, Ralph",2012.10.06,Memorial Auditorium,1800,7.56285439190455,139,35.5,2,6,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0
"Centeno, Hugo",2012.10.06,Memorial Auditorium,5000,8.58450563943653,153,21.6666666666665,15,0,8,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0
"Williams, Justin",2012.10.06,Memorial Auditorium,3500,8.2278306954978,152.5,24.0833333333333,4,5,2,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0
"Freeman, Preston",2012.10.06,Memorial Auditorium,1000,6.97506772700243,142.5,19.6666666666665,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Lopez, Jose JM",2012.10.06,Memorial Auditorium,1600,7.44507135624817,143,24.3333333333333,7,7,3,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Vences, Andy",2012.10.06,Memorial Auditorium,1000,6.97506772700243,130.75,21.4166666666665,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Gonzalez, Carlos",2012.10.06,Memorial Auditorium,1200,7.15738928379639,131,24.4166666666665,1,1,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Robb, Guy Lee",2012.10.06,Memorial Auditorium,1500,7.3805328351106,125.75,23.6666666666665,9,1,4,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0
"Landeros, Adolfo",2012.10.06,Memorial Auditorium,2200,7.7635250873667,126.5,32.9002283105021,22,27,10,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0
"Kamegai, Yashihiro",2012.10.06,Memorial Auditorium,10000,9.27765281999648,147,29.9166666666665,21,0,18,0,0,0,0,1,0,1,10,0,0,0,1,0,0,0,0,0
"Silva, Jorge",2012.10.06,Memorial Auditorium,10000,9.27765281999648,147.5,20.5833333333333,19,2,15,0,0,0,0,1,0,1,10,0,0,0,1,0,0,0,0,0
"Linares, Jorge",2012.10.06,Memorial Auditorium,10000,9.27765281999648,135.5,27.1666666666665,31,3,20,0,0,0,0,1,0,1,10,0,0,0,1,0,0,0,0,0
"Velasquez, Hector",2012.10.06,Memorial Auditorium,8000,9.05450926868227,134.5,37.5833333333333,52,17,35,0,0,0,0,1,0,1,10,0,0,0,1,0,0,0,0,0
"Albonica, Javier",2012.10.06,Finish Line Sports Grill,1000,6.97506772700243,154.25,26.5833333333333,4,1,3,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
"Brooks, Bryan",2012.10.06,Finish Line Sports Grill,800,6.75192417568822,156.5,42.0833333333333,0,8,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
"Morales, Carlos D.",2012.10.06,Finish Line Sports Grill,1400,7.31153996362365,132,22.75,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
"Montelongo, Xavier Jnr.",2012.10.06,Finish Line Sports Grill,1200,7.15738928379639,130.5,20.6666666666665,2,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
"Nichol, Shawn",2012.10.06,Finish Line Sports Grill,1200,7.15738928379639,118,24.0833333333333,6,11,5,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0
"Ruiz, Michael A.",2012.10.06,Finish Line Sports Grill,2000,7.66821490756238,118,23.5,8,2,3,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0
"Duenas, Ricky",2012.10.19,Doubletree Hotel,4000,8.36136208812233,144.75,29.75,12,1,6,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0
"Claggett, Stephen J.",2012.10.19,Doubletree Hotel,4000,8.36136208812233,144.5,23.3333333333333,14,1,9,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0
"Contreras, Richard",2012.10.19,Doubletree Hotel,2000,7.66821490756238,121.5,22.6666666666665,9,0,8,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0
"Nichol, Shawn",2012.10.19,Doubletree Hotel,2500,7.89135845887659,122,24.0833333333333,6,12,5,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0
"Reyes, Juan R.",2012.10.19,Doubletree Hotel,2500,7.89135845887659,121.75,23.1666666666665,7,1,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0
"Cota, Jose A.",2012.10.19,Doubletree Hotel,4000,8.36136208812233,122,33.8536529680366,10,8,7,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0
"Torres, Javier",2012.10.19,Doubletree Hotel,1500,7.3805328351106,225.5,24.4166666666665,3,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
"Mychajliv, Matt",2012.10.19,Doubletree Hotel,1200,7.15738928379639,241.75,30.5833333333333,6,1,4,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
"Gibson, Avery B.",2012.10.19,Doubletree Hotel,1500,7.3805328351106,238.5,29.8454337899536,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
"Luna, Alejandro",2012.10.19,Doubletree Hotel,3000,8.07368001567054,131.5,21,10,0,8,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0
"Landeros, Adolfo",2012.10.19,Doubletree Hotel,3500,8.2278306954978,130.75,32.9002283105021,22,28,10,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0
"Adams, Brandon",2012.11.02,4 Points Sheraton,1000,6.97506772700243,155,23.3333333333335,7,0,3,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0
"Aguiar, Yair",2012.11.02,4 Points Sheraton,2000,7.66821490756238,154,35.25,10,17,4,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0
"Rivera, Eduardo",2012.11.02,4 Points Sheraton,1500,7.3805328351106,132,23.25,8,0,3,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0
"Robles, Emmanuel",2012.11.02,4 Points Sheraton,1500,7.3805328351106,140,24.6666666666667,5,0,2,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0
"Lopez, Jose JM",2012.11.02,4 Points Sheraton,1400,7.31153996362365,139.5,24.4166666666667,7,8,3,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0
"Ramos, Roque",2012.11.02,4 Points Sheraton,1000,6.97506772700243,130,25.25,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
"Morales, Carlos D.",2012.11.02,4 Points Sheraton,1000,6.97506772700243,132,22.8333333333335,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
"Nieves, Basilio",2012.11.02,4 Points Sheraton,1500,7.3805328351106,111,23,14,1,3,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0
"Solorio, Alejandro",2012.11.02,4 Points Sheraton,1800,7.56285439190455,112,24.75,4,5,3,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0
"Rojas, Jesus M.",2012.11.02,4 Points Sheraton,1000,6.97506772700243,109,25.9287671232844,2,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
"Quiroz, Jonathan",2012.11.02,4 Points Sheraton,1000,6.97506772700243,110,18.9890410958903,1,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
"Gonzalez, Juan",2012.11.03,Phoenix Club,1500,7.3805328351106,160.75,21.5,5,0,3,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Abreu-Mena, Yusmani",2012.11.03,Phoenix Club,2000,7.66821490756238,155.75,32.5833333333335,3,4,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Gomez, Frankie",2012.11.03,Phoenix Club,10500,9.32644298416591,145.5,20.75,12,0,9,0,0,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0
"Leyva, Manuel",2012.11.03,Phoenix Club,3750,8.29682356698475,147,30.1666666666667,21,8,12,0,0,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0
"Gonzalez, Joet",2012.11.03,Phoenix Club,1500,7.3805328351106,122.25,19.0833333333335,1,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Serrano, Victor",2012.11.03,Phoenix Club,900,6.86970721134461,121.75,27.9194063926941,2,1,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Kavanagh, Jamie G.",2012.11.03,Phoenix Club,8000,9.05450926868227,134.75,22.5,11,0,5,0,0,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0
"Valadez, Ramon",2012.11.03,Phoenix Club,4500,8.47914512377871,155.75,22.6666666666667,11,2,6,0,0,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0
"Sierra, Ulises",2012.11.03,Phoenix Club,1200,7.15738928379639,169.5,23.8333333333335,1,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Pinell, Ricardo",2012.11.03,Phoenix Club,1000,6.97506772700243,164,27.0833333333335,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Washington, Gerald M.",2012.11.03,Phoenix Club,1500,7.3805328351106,245.5,30.5833333333335,3,0,2,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Browne, Marcus R.",2012.11.09,Fantasy Springs,3500,8.2278306954978,176,22,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Caplinger, Dustin",2012.11.09,Fantasy Springs,2500,7.89135845887659,166,32.25,2,3,1,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Gausha, Terrell M.",2012.11.09,Fantasy Springs,3500,8.2278306954978,164,25.1666666666667,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Wiggins, Jeremiah",2012.11.09,Fantasy Springs,3500,8.2278306954978,151,31,10,0,5,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0
"Arnett, Daquan",2012.11.09,Fantasy Springs,3500,8.2278306954978,153,20,8,0,5,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0
"Tate, Curtis Lee",2012.11.09,Fantasy Springs,3000,8.07368001567054,238,28.5833333333335,4,3,4,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Breazeale, Dominic",2012.11.09,Fantasy Springs,3500,8.2278306954978,248,27.25,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Russell, Gary A.",2012.11.09,Fantasy Springs,45000,10.7817302167728,127,24.4166666666667,20,0,12,0,0,0,0,0,0,1,10,0,0,0,1,0,0,0,0,0
"Castaneda, Roberto",2012.11.09,Fantasy Springs,15000,9.68311792810464,125,21.4166666666667,20,2,15,0,0,0,0,0,0,1,10,0,0,0,1,0,0,0,0,0
"Garcia, Jonathan",2012.11.09,Fantasy Springs,1500,7.3805328351106,149,21.3333333333335,3,3,1,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0
"Spence, Errol Jnr.",2012.11.09,Fantasy Springs,3500,8.2278306954978,149,22.6666666666667,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0
"Robles, Manny III",2012.11.09,Fantasy Springs,1750,7.53468351493786,122,18.5,1,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Warren, Rau'Shee",2012.11.09,Fantasy Springs,3500,8.2278306954978,118,25.75,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Santillan, Giovanni",2012.11.09,Urban Arena,1500,7.3805328351106,142.3,20.9890410958906,5,0,3,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0
"Haro, Peter J.",2012.11.09,Urban Arena,1500,7.3805328351106,142,25.8333333333335,2,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0
"Mychajliv, Matt",2012.11.09,Urban Arena,2000,7.66821490756238,241.1,30.6666666666667,6,1,4,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0
"Morales, Alvaro",2012.11.09,Urban Arena,2000,7.66821490756238,311,29.3333333333335,6,11,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0
"Garcia, Mikey",2012.11.10,Wynn Resort,155000,12.0184928439217,128.5,24.9589041095858,29,0,25,0,0,0,1,0,1,0,10,0,0,0,1,0,0,0,0,0
"Flores, Eric M.",2012.11.10,Wynn Resort,2500,7.89135845887659,137,20.6666666666667,3,0,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0
"Calzada, Daniel Jay",2012.11.10,Wynn Resort,2000,7.66821490756238,137,21.9698630136986,4,5,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0
"Flores, Anthony",2012.11.10,Wynn Resort,2500,7.89135845887659,139,22.3333333333335,2,0,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0
"Hernandez, Luis",2012.11.10,Wynn Resort,2000,7.66821490756238,139,26,1,1,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0
"Crawford, Terence",2012.11.10,Wynn Resort,6500,8.84686990390403,136.5,25.1666666666667,18,0,14,0,0,0,0,0,1,0,8,0,0,0,1,0,0,0,0,0
"Hart, Jesse",2012.11.10,Wynn Resort,4000,8.36136208812233,167.5,23.4166666666667,3,0,3,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0
"Rather, Brett B.",2012.11.10,Wynn Resort,2500,7.89135845887659,234,21.9616438356165,1,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0
"Gibson, Avery B.",2012.11.10,Wynn Resort,2500,7.89135845887659,235,29.9287671232871,0,1,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0
"Martirosyan, Vanes N.",2012.11.10,Wynn Resort,177500,12.1540383359179,153,26.5,32,0,20,0,0,0,1,0,1,0,12,0,0,0,1,0,0,0,0,0
"Lara, Erislandy",2012.11.10,Wynn Resort,202500,12.285807613549,153.5,29.5833333333335,17,1,11,0,0,0,1,0,1,0,12,0,0,0,1,0,0,0,0,0
"Puga, Rudy A.",2012.11.10,Wynn Resort,3500,8.2278306954978,167,21.8333333333335,3,0,3,0,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0
"Hernandez, Andrew",2012.11.10,Wynn Resort,2500,7.89135845887659,167,26.9205479452023,4,0,0,0,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0
"Magdaleno, Jessie",2012.11.10,Wynn Resort,6000,8.76682719623049,123,21,11,0,8,0,0,0,0,0,1,0,8,0,0,0,1,0,0,0,0,0
"Silveria, Jose",2012.11.10,Wynn Resort,7000,8.92097787605775,121,33.75,14,8,6,0,0,0,0,0,1,0,8,0,0,0,1,0,0,0,0,0
"Angulo, Alfredo",2012.11.10,Staples Center,100000,11.5802379129905,154,30.25,20,2,17,0,0,0,0,0,0,1,12,0,0,0,1,0,0,0,0,0
"Casarez, Raul",2012.11.10,Staples Center,40000,10.6639471811164,153.8,25.9835616438325,19,2,9,0,0,0,0,0,0,1,12,0,0,0,1,0,0,0,0,0
"Arias, Luis E.",2012.11.10,Staples Center,1500,7.3805328351106,163.4,22.4166666666667,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Easter, Robert Jnr",2012.11.10,Staples Center,1250,7.19821127831664,134.4,21.8333333333335,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Cleverly, Nathan",2012.11.10,Staples Center,125000,11.8033814643047,174.4,25.75,24,0,11,1,0,0,0,0,0,1,12,0,0,0,1,0,0,0,0,0
"Orozco, Antonio",2012.11.10,Staples Center,10000,9.27765281999648,141.8,25.0833333333335,15,0,11,0,0,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0
"Escobar, Danny",2012.11.10,Staples Center,8000,9.05450926868227,141.4,23.75,8,1,5,0,0,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0
"Mares, Abner",2012.11.10,Staples Center,500000,13.1896758254246,121.8,27,24,0,13,1,0,0,0,0,0,1,12,0,0,0,1,0,0,0,0,0
"Pearson, Christopher",2012.11.10,Staples Center,2500,7.89135845887659,155.6,22,5,0,4,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0
"Wohlman, Zachary",2012.11.10,Staples Center,1500,7.3805328351106,148,24.5,4,0,1,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Loeza, Alonso",2012.11.10,Staples Center,1500,7.3805328351106,147.6,21.4166666666667,2,7,2,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Reyes, David",2012.11.10,Staples Center,1500,7.3805328351106,118.6,22.1666666666667,2,2,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Santa Cruz, Leo",2012.11.10,Staples Center,100000,11.5802379129905,117.6,24.25,21,0,12,1,0,0,0,0,0,1,12,0,0,0,1,0,0,0,0,0
"Hill, Carl",2012.11.10,Home Base Building,1100,7.07037790680676,162,30.0833333333335,0,2,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
"Malfavon, Ricardo A.",2012.11.10,Home Base Building,1400,7.31153996362365,152,30.4166666666667,2,10,2,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
"Murray, Derrick",2012.11.16,Doubletree Hotel,1000,6.97506772700243,128.5,24.4166666666667,4,0,3,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
"Noriega, Michael",2012.11.16,Doubletree Hotel,1500,7.3805328351106,158,31.5833333333335,4,1,4,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
"Conley, Joshua",2012.11.16,Doubletree Hotel,1200,7.15738928379639,155,20.6666666666667,3,0,3,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
"Cuevas, Gerardo Jnr",2012.11.16,Doubletree Hotel,3500,8.2278306954978,143.75,33.0833333333335,16,9,14,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0
"Reyes, Artemio",2012.11.16,Doubletree Hotel,5500,8.67981581924086,145.75,26.1666666666667,17,2,13,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0
"Guillen, Robert S.",2012.11.16,Doubletree Hotel,2500,7.89135845887659,120,36.4166666666667,6,9,1,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0
"Martin, Christopher",2012.11.16,Doubletree Hotel,5000,8.58450563943653,122,26.3333333333335,24,2,7,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0
"Zarate, Isaac",2012.11.16,Doubletree Hotel,1200,7.15738928379639,120.75,21.1666666666667,4,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
"Torres, Javier",2012.11.16,Doubletree Hotel,1500,7.3805328351106,229,24.5,4,0,2,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
"Hamm, Jonathan",2012.11.17,Westin Hotel,1000,6.97506772700243,248,27.0833333333335,2,0,2,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
"Ward, Larry",2012.11.17,Westin Hotel,1300,7.23743199146993,208,36.0833333333335,1,3,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
"Martin, Charles",2012.11.17,Westin Hotel,1000,6.97506772700243,231,26.5833333333335,1,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
"Sinoti, Kosetatino",2012.11.17,Westin Hotel,1000,6.97506772700243,218,34.5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
"Coley, Aaron",2012.11.17,Four Points Hotel,1000,6.97506772700243,156,22.0833333333335,3,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
"Chavez, Joaquin R.",2012.11.17,Four Points Hotel,1200,7.15738928379639,141,25,1,4,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
"Torres, Alberto",2012.11.17,Four Points Hotel,900,6.86970721134461,128,26.4166666666667,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
"Navarro, Christian",2012.11.17,Four Points Hotel,1100,7.07037790680676,128,20.75,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
"Gonzalez, Roman",2012.11.17,Sports Arena,1000,6.97506772700243,107.75,25.3333333333335,33,0,28,1,0,0,0,0,1,0,12,0,0,0,1,0,0,0,0,0
"Viloria, Brian C.",2012.11.17,Sports Arena,1000,6.97506772700243,111.75,32,31,3,18,2,0,0,0,0,1,0,12,0,0,0,1,0,0,0,0,0
"Martinez, Hanzel A.",2012.11.17,Sports Arena,4000,8.36136208812233,118,21,18,0,15,0,0,0,0,0,1,0,8,0,0,0,1,0,0,0,0,0
"Breazeale, Dominic",2012.11.24,CBB Arena,2500,7.89135845887659,247.8,27.25,1,0,1,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Bisset, Mike",2012.11.24,CBB Arena,2000,7.66821490756238,213.4,28.5833333333335,1,0,1,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Caballero, Randy M.",2012.11.24,CBB Arena,10000,9.27765281999648,119.2,22.1666666666667,16,0,8,0,0,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0
"Casillas, Rigoberto",2012.11.24,CBB Arena,5000,8.58450563943653,118.8,26.6666666666667,8,8,6,0,0,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0
"Guerrero, Robert",2012.11.24,CBB Arena,1000000,13.8828230059846,146.4,29.6666666666667,30,1,18,1,0,0,1,0,0,1,12,0,0,0,1,0,0,0,0,0
"Berto, Andre",2012.11.24,CBB Arena,1625000,14.3683308217663,146.8,29.1666666666667,28,1,22,1,0,0,1,0,0,1,12,0,0,0,1,0,0,0,0,0
"Charlo, Jermell",2012.11.24,CBB Arena,20000,9.97080000055643,153.8,22.5,18,0,9,0,0,0,0,0,0,1,10,0,0,0,1,0,0,0,0,0
"Johnson, Dashon A.",2012.11.24,CBB Arena,9000,9.17229230433865,153,24.8333333333335,13,8,4,0,0,0,0,0,0,1,10,0,0,0,1,0,0,0,0,0
"Robles, Manny III",2012.11.24,CBB Arena,1500,7.3805328351106,123.4,18.5,2,0,1,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Thurman, Keith",2012.11.24,CBB Arena,95000,11.528944618603,151.2,24,18,0,17,0,0,0,1,0,0,1,10,0,0,0,1,0,0,0,0,0
"Quintana, Carlos",2012.11.24,CBB Arena,70000,11.2235629690518,152,36,29,3,23,0,0,0,1,0,0,1,10,0,0,0,1,0,0,0,0,0
"Avila, Manuel",2012.12.01,Georgie Duke Center,5000,8.58450563943653,121.5,20.5860655737706,10,0,3,0,0,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0
"Lopez, Ricky",2012.12.01,Georgie Duke Center,5236,8.63062557505009,123.5,25.6693989071039,9,1,4,0,0,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0
"Escalante, Bruno",2012.12.01,Georgie Duke Center,1250,7.19821127831664,120.5,24.0860655737706,5,1,3,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0
"Cupul, Pablo",2012.12.01,Georgie Duke Center,1500,7.3805328351106,123,25.2527322404371,6,10,4,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0
"Freeman, Preston",2012.12.01,Georgie Duke Center,1000,6.97506772700243,143.4,19.7527322404371,1,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Sanchez, Alan L.",2012.12.01,Georgie Duke Center,7000,8.92097787605775,149,21.7527322404371,11,2,5,0,0,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0
"Munguia, Miguel",2012.12.01,Georgie Duke Center,3000,8.07368001567054,150,30.3360655737706,26,25,22,0,0,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0
"Reyes, Manuel A.",2012.12.01,Georgie Duke Center,1000,6.97506772700243,146.5,22.0027322404371,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0
"Magdaleno, Jessie",2012.12.06,Mirage Resorts,8000,9.05450926868227,122,21.016393442623,12,0,9,0,0,1,0,0,1,0,8,0,0,0,1,0,0,0,0,0
"Arellano, Jonathan",2012.12.06,Mirage Resorts,7500,8.9899707475447,122,25.3497267759565,13,1,3,0,0,1,0,0,1,0,8,0,0,0,1,0,0,0,0,0
"Beltran, Raymundo E.",2012.12.06,Mirage Resorts,17500,9.8372686079319,134,31.3497267759565,26,6,17,0,0,1,0,0,1,0,10,0,0,0,1,0,0,0,0,0
"Kim, Ji Hoon",2012.12.06,Mirage Resorts,15000,9.68311792810464,135,25.8497267759565,24,7,18,0,0,1,0,0,0,0,10,0,0,0,1,0,0,0,0,0
"Clary, Toka-Khan",2012.12.06,Mirage Resorts,2500,7.89135845887659,128.5,20.4330601092897,2,0,2,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0
"Chavez, Leonardo",2012.12.06,Mirage Resorts,5000,8.58450563943653,128,18.6830601092897,1,0,1,0,0,1,0,0,1,0,4,0,0,0,1,0,0,0,0,0
"Gutierrez, Jesus A.",2012.12.06,Mirage Resorts,2500,7.89135845887659,137,23.9780372782363,6,0,2,0,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0
